Cycle(%),重心_LC[x](cm),重心_LC[y](cm),重心_LC[z](cm),重心_RC[x](cm),重心_RC[y](cm),重心_RC[z](cm),Left shoulder[x](cm),Left shoulder[y](cm),Left shoulder[z](cm),Right shoulder[x](cm),Right shoulder[y](cm),Right shoulder[z](cm),Left waist[x](cm),Left waist[y](cm),Left waist[z](cm),Right waist[x](cm),Right waist[y](cm),Right waist[z](cm),Left knee[x](cm),Left knee[y](cm),Left knee[z](cm),Right knee[x](cm),Right knee[y](cm),Right knee[z](cm),Left heel[x](cm),Left heel[y](cm),Left heel[z](cm),Right heel[x](cm),Right heel[y](cm),Right heel[z](cm),Left toe[x](cm),Left toe[y](cm),Left toe[z](cm),Right toe[x](cm),Right toe[y](cm),Right toe[z](cm),,SD_重心_LC[x](cm),SD_重心_LC[y](cm),SD_重心_LC[z](cm),SD_重心_RC[x](cm),SD_重心_RC[y](cm),SD_重心_RC[z](cm),SD_Left shoulder[x](cm),SD_Left shoulder[y](cm),SD_Left shoulder[z](cm),SD_Right shoulder[x](cm),SD_Right shoulder[y](cm),SD_Right shoulder[z](cm),SD_Left waist[x](cm),SD_Left waist[y](cm),SD_Left waist[z](cm),SD_Right waist[x](cm),SD_Right waist[y](cm),SD_Right waist[z](cm),SD_Left knee[x](cm),SD_Left knee[y](cm),SD_Left knee[z](cm),SD_Right knee[x](cm),SD_Right knee[y](cm),SD_Right knee[z](cm),SD_Left heel[x](cm),SD_Left heel[y](cm),SD_Left heel[z](cm),SD_Right heel[x](cm),SD_Right heel[y](cm),SD_Right heel[z](cm),SD_Left toe[x](cm),SD_Left toe[y](cm),SD_Left toe[z](cm),SD_Right toe[x](cm),SD_Right toe[y](cm),SD_Right toe[z](cm)
95.500000,1.026066,0.098946,94.518913,-1.032429,-0.329788,94.332764,-19.692204,-3.055702,136.396652,21.023376,-2.791214,136.540924,-17.147396,1.636894,83.426163,17.228653,1.940842,82.594994,-13.633972,13.692192,49.257217,11.973641,14.665283,48.158615,-12.596825,22.458809,5.077238,10.637638,21.182510,5.197563,-14.388083,37.657761,10.096800,11.832051,37.994186,11.154388,,0.947324,2.650059,0.306845,1.080223,2.704725,0.495065,1.171636,2.000510,0.371097,1.219574,2.803937,0.879950,0.894336,2.791509,0.341198,1.049154,2.821265,0.407590,1.120384,3.140450,0.292764,0.884776,3.422723,0.198504,1.049836,3.983844,0.301916,0.962066,3.435201,0.113227,1.091089,3.863879,0.819533,0.875053,3.473631,0.431691
96.000000,0.992723,0.078110,94.493118,-0.999769,-0.330330,94.302292,-19.745430,-3.030548,136.377838,21.087399,-2.744797,136.493118,-17.186464,1.677689,83.392632,17.259445,1.985634,82.537048,-13.650180,13.502121,49.141579,11.966578,14.530640,48.049725,-12.483978,22.685623,5.050224,10.593516,21.439728,5.167449,-14.278914,37.832825,10.211796,11.614914,38.189316,11.260788,,0.943586,2.650332,0.313958,1.081535,2.701211,0.495958,1.172083,1.996705,0.379176,1.213991,2.785775,0.883696,0.888183,2.798680,0.345041,1.051756,2.817328,0.414275,1.094595,3.144157,0.282440,0.889199,3.417195,0.211828,1.048076,3.907656,0.289768,0.971580,3.433201,0.124838,1.035856,3.808567,0.780613,0.891792,3.461367,0.370224
96.500000,0.959380,0.057281,94.467323,-0.967110,-0.330864,94.271820,-19.798656,-3.005402,136.359024,21.151421,-2.698387,136.445328,-17.225533,1.718491,83.359100,17.290234,2.030434,82.479103,-13.666387,13.312057,49.025940,11.959516,14.396004,47.940830,-12.371132,22.912430,5.023210,10.549395,21.696945,5.137336,-14.169744,38.007889,10.326792,11.397777,38.384445,11.367188,,0.940090,2.650758,0.321484,1.082886,2.697781,0.496951,1.173334,1.993498,0.388751,1.208660,2.767869,0.887757,0.883393,2.806142,0.349152,1.054648,2.813626,0.421291,1.069906,3.148702,0.274632,0.893996,3.411863,0.227471,1.047143,3.835773,0.280800,0.981979,3.439239,0.139160,0.986618,3.757051,0.747311,0.911406,3.455524,0.322616
97.000000,0.926037,0.036446,94.441528,-0.934450,-0.331406,94.241348,-19.851883,-2.980247,136.340210,21.215443,-2.651970,136.397537,-17.264603,1.759285,83.325569,17.321026,2.075226,82.421158,-13.682593,13.121986,48.910301,11.952453,14.261353,47.831940,-12.258285,23.139244,4.996195,10.505272,21.954163,5.107223,-14.060575,38.182953,10.441787,11.180640,38.579575,11.473587,,0.936838,2.651338,0.329393,1.084276,2.694436,0.498043,1.175385,1.990890,0.399724,1.203586,2.750231,0.892137,0.879990,2.813888,0.353527,1.057829,2.810158,0.428618,1.046395,3.154086,0.269560,0.899160,3.406728,0.244991,1.047038,3.768439,0.275324,0.993237,3.453271,0.155444,0.944313,3.709487,0.720406,0.933713,3.456137,0.295640
97.500000,0.884664,0.022278,94.410713,-0.899260,-0.321617,94.201546,-19.925255,-2.944084,136.306686,21.290115,-2.592316,136.339569,-17.313046,1.831909,83.294250,17.353638,2.166023,82.360153,-13.677143,12.965294,48.802994,11.927560,14.156326,47.710194,-12.155368,23.080261,4.936680,10.446227,21.893257,5.056274,-13.883265,38.121132,10.380789,10.965980,38.529510,11.368258,,0.935986,2.652058,0.335685,1.082545,2.688308,0.496102,1.179305,1.992370,0.405314,1.196495,2.733494,0.890348,0.879709,2.815949,0.349452,1.055273,2.803304,0.431198,1.022725,3.163259,0.268300,0.909911,3.394513,0.248043,1.048431,3.746085,0.266719,1.003617,3.490427,0.162212,0.911242,3.694201,0.714589,0.947388,3.472489,0.302114
98.000000,0.839505,0.013000,94.377945,-0.863248,-0.306732,94.157173,-20.007296,-2.901794,136.267975,21.370964,-2.526299,136.276672,-17.370094,1.921471,83.266708,17.386311,2.279945,82.299103,-13.656167,12.825264,48.698647,11.893794,14.065697,47.581894,-12.054678,22.871941,4.860096,10.379372,21.660522,4.992469,-13.668570,37.938148,10.220389,10.753058,38.347160,11.147204,,0.935801,2.652952,0.341847,1.079080,2.681430,0.493432,1.178321,1.996110,0.407174,1.189553,2.717354,0.887436,0.881763,2.817650,0.341611,1.048721,2.796623,0.430215,1.005472,3.176396,0.267514,0.923883,3.379064,0.243617,1.052499,3.706184,0.252851,1.013071,3.527184,0.163273,0.893415,3.664741,0.700575,0.953996,3.487844,0.303201
98.500000,0.794346,0.003723,94.345169,-0.827236,-0.291840,94.112801,-20.089336,-2.859505,136.229248,21.451813,-2.460274,136.213776,-17.427143,2.011024,83.239166,17.418983,2.393860,82.238052,-13.635191,12.685242,48.594299,11.860028,13.975067,47.453590,-11.953987,22.663620,4.783513,10.312517,21.427788,4.928664,-13.453874,37.755157,10.059990,10.540138,38.164818,10.926151,,0.935787,2.654090,0.348187,1.075649,2.674706,0.491157,1.177545,2.000327,0.409647,1.182857,2.701425,0.885189,0.884753,2.819884,0.334364,1.042529,2.790242,0.430139,0.988991,3.189937,0.267301,0.938211,3.363816,0.240300,1.057294,3.669529,0.242517,1.022735,3.568033,0.165985,0.883761,3.637434,0.700787,0.963307,3.506627,0.317488
99.000000,0.749187,-0.005554,94.312393,-0.791224,-0.276955,94.068436,-20.171379,-2.817215,136.190521,21.532661,-2.394257,136.150879,-17.484192,2.100578,83.211617,17.451656,2.507782,82.177010,-13.614215,12.545219,48.489948,11.826264,13.884438,47.325287,-11.853298,22.455292,4.706929,10.245663,21.195053,4.864859,-13.239178,37.572174,9.899590,10.327217,37.982468,10.705097,,0.935943,2.655480,0.354692,1.072251,2.668138,0.489285,1.176978,2.005017,0.412715,1.176410,2.685713,0.883610,0.888671,2.822655,0.327746,1.036704,2.784168,0.430969,0.973318,3.203878,0.267662,0.952879,3.348776,0.238137,1.062804,3.636219,0.236180,1.032603,3.612834,0.170270,0.882547,3.612329,0.715212,0.975244,3.528790,0.343330
99.500000,0.704028,-0.014832,94.279625,-0.755212,-0.262062,94.024063,-20.253422,-2.774925,136.151810,21.613510,-2.328239,136.087982,-17.541241,2.190132,83.184074,17.484329,2.621704,82.115959,-13.593240,12.405197,48.385601,11.792499,13.793816,47.196987,-11.752607,22.246971,4.630345,10.178807,20.962318,4.801054,-13.024482,37.389183,9.739191,10.114297,37.800117,10.484043,,0.936269,2.657115,0.361355,1.068888,2.661726,0.487821,1.176620,2.010177,0.416372,1.170218,2.670217,0.882708,0.893505,2.825955,0.321799,1.031250,2.778394,0.432699,0.958495,3.218212,0.268596,0.967872,3.333938,0.237163,1.069021,3.606343,0.234165,1.042669,3.661443,0.176011,0.889809,3.589470,0.743022,0.989712,3.554266,0.378368

Link,-0.039148,0.300636,94.248222,0.000000,0.000000,94.260788,-21.838943,-0.193871,135.349075,22.719093,0.610771,136.144333,-18.110683,0.909149,83.693848,18.022705,0.904671,82.727646,-14.376341,2.694679,48.674728,12.540057,3.340256,46.869007,-11.637324,-11.284191,9.303915,10.441770,-12.163239,9.916176,-11.996749,2.432297,5.048372,9.873482,2.771606,5.339895,
Static,0.000000,0.000000,340282346638528859811704183484516925440.000000,0.000000,0.000000,340282346638528859811704183484516925440.000000,0.000000,0.000000,340282346638528859811704183484516925440.000000,0.000000,0.000000,340282346638528859811704183484516925440.000000,0.000000,0.000000,340282346638528859811704183484516925440.000000,0.000000,0.000000,340282346638528859811704183484516925440.000000,0.000000,0.000000,340282346638528859811704183484516925440.000000,0.000000,0.000000,340282346638528859811704183484516925440.000000,0.000000,0.000000,340282346638528859811704183484516925440.000000,0.000000,0.000000,340282346638528859811704183484516925440.000000,0.000000,0.000000,340282346638528859811704183484516925440.000000,0.000000,0.000000,340282346638528859811704183484516925440.000000
